"id","comment","rating"
"41","_Unica coisa que sei sobre DIIC e' que um prof da cadeira encontrou uma ex-aluna e disse-lhe 'Hey, eu dei-te DIIC o ano passado' e nao se apercebeu de como soou._","1"
"42","ESLE é uma cadeira muito interessante. Considero mesmo muito importante, sobretudo se queres seguir investigação em sistemas distribuídos. Não é mais exigente que SEC, o projeto foi interessante (mas sendo aberto, cada grupo ficou com um sistema diferente pelo que o prof dos labs dava um apoio mais geral). O exame é semelhante a SEC na estrutura, mas a matéria em si não é tão complexa a meu ver","4"
"53","As teóricas falam sobre robôs por alto, ex: 'eis uns robots fixes a andar, eis o que são sensores...' e coisas que já sabes tipo path finding algorithms. Só os uns 15-20% das teoricas é que houve matéria nova útil.
Há 3 mini-projetos. São pequenos e razoavelmente fixes, cada grupo (de 2) tem um robot onde tens que fazê-lo andar e localizar-se no espaço, construir um mapa da sala, etc. Basicamente fazes o msm que um Roomba.  Em cada projeto tens que fazer um relatorio sobre a experiencia. Embora os projetos sejam fáceis, eles dão muito pouca introduçao ao ROS - o sistema que controla os robots. Isso faz com que o setup inicial de te ligares ao robot seja a cena mais dificil, depois disso os projetos tornam-se subsequentemente mais fáceis. É encontrar a package que queres e corrê-la.
Como cada projeto demorava 2 semanas, tens 2 laboratorios a apresentar o progresso no projeto. Rinse and repeat, recebes o enunciado do proximo projeto com antencedencia
A avaliação é 100% os mini-projetos, cada um nao demora muito a fazer mas é facil ficar preso numa cena.
O Prof é bacano e explica bem. O apoio ao projeto é dado por um aluno de PhD que tambem é super prestável mas qualquer um deles pode demorar um bocado a responder-te aos emails por isso tenta perguntar as cenas logo nos labs.

PS: o setup do ROS pode ser mt lixado pq é preciso versões especificas do ROS para os robots. no nosso caso era necessário o Ubuntu 16. WSL nao conta."
"54","Cadeira Fácil. Tens a cadeira dividida em três partes. A primeira e a última são dados pela Professora Luísa que é fixe. A segunda é dado pelo Mamede que é dos piores setores de sempre. O teste é relativamente fácil e os projetos são muito faceis mesmo.
A matéria em si, aprendes cenas interessantes, mas tem muita interceção com outras cadeiras de SI na minha opinião.
Em relação a segunda parte da cadeira é uns automatos chamados Transducers, algoritmos de Parsing e uns algoritmos usados para completar frases se não me engano. É fácil, mas é chato quando explicado pelo Mamede. Lembro-me que o que perdi mais tempo a estudar po exame foi perceber o que é que o Mamede tinha andado a dar."
"55","-- 24-25 --
Recomendo a cadeira 100%. Mesmo que a área não seja totalmente do teu agrado. Se estás à procura de uma cadeira para fazer, esta é uma boa opção.
A prof Luísa é muito boa, preocupada com os alunos e gosta realmente do que está a fazer! As aulas teóricas passaram a ser dadas só pela Luísa. A avaliação são 2 MAPS (a matéria das teóricas é dividida em 2) e um projeto principal e um projeto de concepts (que é um vídeo de 2 min no máximo, logo nas primeiras duas semanas). O projeto foi fazer a classificação de género de filmes com base no plot do filme. O importante não era a accuracy em si mas sim todo o processo de tentativas usadas e aplicação de técnicas que foram dadas tanto nos labs como nas teóricas.

As teóricas são bastante uteis e os labs ajudam a consolidar os temas que foram dados nas teóricas - exercícios e apoio ao projeto.

Acho que a avaliação é bastante justa, adequada e muito boa!
Além disso, existe um ponto bónus por ires às teóricas - há quase sempre um MiniMAP no fim das teóricas mas podes falar com os outros alunos e ver os slides, mesmo!"
"56","Não sei se já fizeram review aqui mas em LP essencialmente falamos da modelação de linguagens de diferentes perspectivas e depois aprendemos a mexer em Coq para provar formalmente propriedades daquilo que modulamos. Coq é meio estranho ao inicio mas pelo menos eu gostei. As aulas teóricas são na verdade bastante práticas e o professor é mesmo excelente a explicar as coisas (vai sempre com muita calma e passo a passo). Nos laboratórios fazíamos exercícios sobre as teóricas que realmente ajudavam a acompanhar ou  então serviam de apoio ao projeto. Este ano acho que foi a primeira vez que os projetos contaram 50% mas acho que a intenção é manter. São projetos que podem demorar algum tempo, mas não são complexos tipo SIRS, CMU, CPD... Tem ainda a vantagem que o professor ouve realmente os alunos :exploding_head: Recomendo vivamente"
"57","Oi Pessoal, LP depende muito do método. Normalmente é com testes teóricos, mas o ano passado foi online e tínhamos uns exercícios práticos de programação. Estes exercícios não eram nada difíceis mas para ter a nota máxima tinham mesmo de ir aos HD e requeria esforço (mais esforço do que tempo)
Depois a outra parte da avaliação era teórica, esta era com a plataforma de quizzes do Rito :/ por isso aquilo era um bocado mauzito, eram escolhas múltiplas e mais uma vez não era preciso estudar muito porque a matéria não era muita e bastava fazer uns resumos da teórica. Mas por termos pouco tempo e pelas perguntas terem rasteira às vezes era uma questão de sorte
Há um projeto opcional que quase ninguém faz e que se fizerem dava 10% acho
Assim em geral o mais complicado era que se uma pessoa faltasse às aulas não percebia nada porque verificação formal e aqueles temas são um bocado esotéricos para estudar sozinhos (mas o prof publicava todos os vídeos das aulas). E o stor é 5 estrelas, muito pronto a ajudar"
"58","Pos Mepp:
Gostei imenso das aulas teóricas o professor é super cativante e foi super aento à transição mudando o rumo da cadeira a meio e tudo. Teve muito precalços de covid e feriados e etc mas overall não deu muito trabalho.

Teoricas são super importantes e super praticas. Labs é mais individual e apoio ao projeto.

Exame é mesmo toda a materia e ter de fazer exercicios à mão, ainda me deu trabalho a estudar mas pequenos typos e isso o stor não desconta desde que ele perceba que tu sabes o que estás a fazer

Projetos são bastante guiados e o professor ajuda imenso. É fácil de ficar preso mas nos labs de projeto o professor ajuda nisso."
"59","Para o pessoal de jogos, MDJ é um must mas acho que isso não tenho de falar muito, chama-se literalmente 'Metodologia de Desenvolvimento de Jogos', acho q é a continuação direta de Design de Jogos.Professores sao os mesmo, Rui Prada e o Carlos Martinho, ambos super cool. Acabam por literalmente desenvolver um jogo e no fim têm a 'Montra de Jogos' que seria literalmente como uma gaming conference para o pessoal exprimentar o jogo e obterem feedback, embora com covid n sei como isso vai ser mas em anos passados ajudei a montar e o evento e assim e acho super cool, mas tmb acho q quem for de jogos nao precisa de mt razao para se andar a dizer que deviam fazer esta cadeira :stuck_out_tongue:"
"60","A cadeira mudou um pouco por causa da pandemia. Antes da pandemia além da parte pratica havia 2 mini testes, que foram substituídos por o professor fazer-nos algumas perguntas teóricas durante a discussão dos 2 primeiros Assignments. Como para o ano há a probabilidade disto voltar a ser tudo presencial, possivelmente os metodos de avaliação da cadeira voltam a ser diferentes.
Basicamente em P3D neste semestre tivemos 3 projetos, feitos em grupos de 3, relativamente longos, onde as aulas praticas até à semana da entrega eram de feedback sobre determinadas partes da entrega. A primeira entrega é para ser feita em C++, tínhamos de implementar umas quantas cenas de Computação Gráfica como Ray-Tracing, Anti-Aliasing, Soft Shadows, estruturas de aceleração do código, etc...
A segunda entrega é para ser feita em GLSL, que é uma linguagem feita para correr na GPU, acelerando o tempo de execução do programa. É basicamente implementar o Ray-Tracing que fizemos na primeira entrega mas em GLSL. A terceira entrega era para desenvolvermos um jogo em Unity onde esse jogo tinha de incluir diversas mecânicas e componentes presentes no enunciado. A cadeira overall é parecida com AVT, achei ambas bastante mais puxadas que a cadeira de CG que tivemos na licenciatura, mas por outro lado são muito mais praticas (não há exame), mas como disse no inicio, P3D para o ano é capaz de voltar a ter 2 mini testes, como havia antes da pandemia, caso isto volte a ser 100% presencial."
"61","A cadeira de PADI divide-se em dois grande tópicos: planeamento e aprendizagem, tendo sempre um foco em 'increteza' meaning probabilidades. O grande objetivo da cadeira é chegar a reinforcement learning, que é utilizado quando existe um contexto de um agente a aprender através de experiências (self-driving cars, robots, etc), e é com este objetivo que todos os conteúdos da cadeira são apresentados. Na primeira parte, introduzem-se cadeias de markov, que são uma forma de modelar sistemas probabilisticos (sistemas onde existem varios estados, e com alguma probabilidade, se passa de um estado para outro) e depois acrescenta-se um agente, que pode tomar acoes, interagindo com o sistema. Na segunda parte, é feita uma revisão a aprendizagem supervisionada, de modo a relembrar conceitos básicos, e depois passa-se a reinforcement learning (que junta tudo o que foi dado anteriormente) onde temos um agente que pode tomar acoes no contexto de um ambiente, e recebe rewards pelas suas acoes, aprendendo a navegar no ambiente. Em termos de organização: a cadeira está bem estruturada, a teoria avança a um bom ritmo, embora as aulas não sejam muito 'engaging'. Nas aulas práticas, existem trabalhos a entregar em grupos de dois, onde se trabalha com 'toy' problems. A cadeira exige alguma matemática, principalmente matrizes e probabilidades, e algum calculo de gradientes na parte de aprendizagem supervisionada. Recomendação final: É uma cadeira interessante, principalmente para quem está na área de sistemas inteligentes. A única crítica é que não se lida com um problema 'a sério' pelo que parece que existe ali alguma falta na capacidade de aplicar o conhecimento na realidade."
"62","23/24

PADI foi dado pelo professor Francisco Melo, que é hands down um dos melhores professores que já tive no Técnico. A maneira como leciona é super cativante e faz sempre questão de explicar os conceitos de várias formas e com exemplos fáceis de compreender, e de rever a matéria no início das aulas. As aulas práticas consistiam em implementar código em notebooks em grupos de 2, e ajudavam a pôr os conceitos em prática, apesar de por vezes serem um bocado atirar barro (código do copilot) até à parede até que funcionasse. Havia ainda homeworks, em que se resolviam alguns exercícios mais teóricos, que exigiam alguma matemática mas nada por aí além.

O exame tem algumas escolhas múltiplas, exercícios de aplicação e uma pergunta de seleção no fim. Há imensos exames de anos anteriores para praticar, e para além disso os slides e o livro da cadeira (escrito pelo professor) são muito completos."
"63","É interessante, podes ver vídeos das aulas na página da cadeira, está pinned no #pava
Projetos fazem-se em 2/3 dias cada um, por isso tem carga de trabalho mínima e aprendes cenas bastante interessantes sobre Lisp e companhia.
O prof é bastante fixe, trabalhou na SISCOG no tempo do Lisp, por isso usou mesmo aquilo em produção."
"64","Sim, este ano foi só projetos mas costumava haver testes acho eu. Os projetos foram a melhor parte da cadeira imo, a matéria é interessante mas as aulas eram meio lentas (na minha opinião) e isso dificultava um pouco tomar atenção
Mas os projetos são mesmo coisas bastante engraçadas, já houve anos em que era para fazer REPLs para Java, debuggers, etc. Este ano foi implementar despacho dinâmico em Java e o segundo fazer uns wrappers engraçados em Julia, é aquele tipo de projetos que podem ser tão complicados como quiseres, basicamente. Consegues ter uma base boa rapidamente mas são temas que consegues aprofundar muito se estiveres a gostar"
"65","Pos mepp:
Não tem exame.

Tinha high hopes para a cadeira e fiquei desapontada porque o stor não deu metade da materia porque não estava minimanete pronto para o ritmo de mepp.

Projetos simples e interessantes. único problema é que os enunciados são bastante genéricos então perguntas se x vai ser avaliado, o professor diz que não nos labs e dpois desconta-te 4 valores por isso. E também não diz quanto vale a apresentação mas se não gostar somehow a tua nota desce tipo 4 valores.

Em resumo as notas são um bocado o que lhe apetecer avaliar depois de tu entregares e não o que enunciado pede.
Mas interessante overall."
"66","Para o pessoal de visualização, PCM é bastante giro. A cadeira é basicamente fazerem varias cenas de, well, produção de conteudos Multimedia. Isto quer dizer fazer videos, posters, podcasts, todas umas varias cenas. A cena fixe é q a cadeira esta toda gamificada e aquilo funciona por tipo uma arvore como se fosse uma skill tree. Voces vão fazendo projetos bases e a medida que os fazem vao desbloqueando outros, achei o conceito super cool e é daquelas que voces decidem o que querem fazer, embora algumas coisas tenham 'dependecias'. Outra cena fixe é que se n me engano podem resubmeter para melhorar notas, so thats cool. Overall para o pessoal de visualização ou pessoal q tenha interesse é cool"
"67","24/25
Cadeira super gira, mas bastante trabalhosa, para alguém que nunca teve nenhuma experiência com multimédia. Os professores são quase todos muito fixes e prestáveis. É super fácil de passar, mas para ter boa nota ainda é preciso pôr umas valentes horas. As componentes principais do jogo são a skill tree, onde fazem mini-projetos de variados tipos de multimédia à vossa escolha (por exemplo, eu escolhi mais cenas de áudio); os quizzes da aula teórica - super tranquilos; e a apresentação de multimédia no final do período, onde escolhem um tema livre e apresentam-no, usando também alguns tipos de multimédia. Aconselho começar logo a fazer os desafios na primeira semana e pensar num caminho que gostem. Olhem bastante para a training page dos desafios. Overall é uma cadeira muito diferente do comum e dou-lhe um 7/10, pela questão do trabalho e porque os labs não têm rigorosamente nada a ver nem com as teóricas, nem com o projeto, e apesar de serem extremamente fáceis, são obrigatórios."
"68","Estou a fazer neste momento. Gostei bastante, estava com medo de fazer a cadeira porque há pouca gente de informática a fazer e ainda não fiz LN, mas fez-se bem. Há uma parte inicial que é preciso uma revisão de transformadas de fourier e outras coisas para a análise de sinais, mas a professora tem em conta que nem todos os alunos são de eletro e não há grande problema nisso, mas é importante entender essa parte. Os labs fazem-se bem, há 5 ao todo, e só um é que custou mais, acho que foi o lab 2 que foi muito longo e era em matlab. De resto são em python, são fáceis e mais interessantes. Aprendes alfabeto fonético, num dos labs fizemos classificação da idade (no ano passado detetaram sonolência), síntese de palavras a partir de concatenação de áudio e ngramas, são algumas coisas que aprendes. Quanto ao exame não tenho muito a dizer porque ainda não fiz, mas não parece terrível. Em geral a cadeira é bastante interessante e diria de dificuldade média. Uma coisa que achei estranho é que por alguma razão dos 5 labs são escolhidos apenas 3 aleatoriamente e só esses é que ela avalia. Para futuros alunos, esta cadeira é dada há anos pela mesma professora e penso que este é o último ano em que ela vai dar a cadeira e a meio do semestre ela disse que ainda não havia ninguém para a substituir para o ano. Por isso se quiserem mesmo fazer e se eventualmente houver alguém para dar a cadeira, vejam quem é a dar porque sinto que esta cadeira correu bem por a professora explicar bem e por estar bem organizada. Pode ser que a professora reconsidere e dê a cadeira para o ano."
"69","23/24

Esta cadeira na prática foram três mini-cadeiras. Uma sobre processamento de sinal e técnicas históricas de síntese e modelação de fala, dada pelo professor Luís Caldas de Oliveira, uma sobre técnicas de classificação de fala, tanto históricas como mais recentes, dada pelo professor Alberto Abad, e outra sobre sistemas modernos de processamento de fala e chatbots de diálogo, dada pelo professor Bruno Martins. A parte de processamento de sinal por vezes é um pouco mais chata para quem não teve eletro, mas percebe-se bem se uma pessoa se abstrair da matemática um pouco. As outras partes são bastante interessantes, embora pareça ser um bocado daquelas cadeiras em que se cobre muita coisa por ter um programa que não foi encurtado pós-MEPP, e por isso tem muitos assuntos, com muita matéria por aula. As aulas também têm quizzes feitos no moodle, que por vezes são difíceis, mas só podem beneficiar a nota final.

Nos laboratórios trabalha-se nas três entregas do projeto (uma por 'mini-cadeira'). No primeiro mexe-se com processamento de sinal e um pouco de síntese de fala, no segundo faz-se classificação num dataset, e o terceiro é mais aberto, e consiste em construir um sistema de diálogo (podem fazer o que quiserem, desde que justifiquem). Faziam-se bem e davam para pôr os conhecimentos em prática. Dá para fazer a maior parte dos projeto nas aulas, por isso leva-se só um pouco de trabalho para casa.

O exame é um pouco mais chato, porque é 95% escolhas múltiplas, nem sempre muito fáceis, e 3 perguntas de resposta extensa, também não particularmente fáceis (e as notas foram bastante baixas este ano, por isso não é aquela cadeira 'fácil' para subir a média imo). No entanto, os professores disponibilizam imensos materiais de estudo e prática, como mock quizzes no moodle, slides, capítulos de livros etc. Destaco o site learnius.com em que o professor LCO tem literalmente um Zettelkasten de obsidian com os conceitos todos da cadeira, que foi super útil e algo que se todos os professores tivessem teríamos um mundo melhor. Os professores eram todos sempre prestáveis e esclareciam as dúvidas de forma clara.

No geral, é uma cadeira underrated, e recomendo (não se deixem intimidar pelas coisas de processamento de sinal)."
"70","Adding to this. Fiz (=inscrevi me em) PIV no primeiro semestre deste ano, tinha grande expectativa para esta cadeira porque curto bué de cenas visuais portanto estava a espera que fosse aprender merdas nesse sentido - principalmente mais viradas para detecção de merdas pelas câmeras etc. Etc. Quando me apercebi estávamos a aprender merdas sobre pin-hole câmeras e posições de câmera - nada do que tinha em mente e interesse. A abordagem ao processamento de imagem  pareceu-me demasiado à moda antiga quando hoje em dia grande parte é feito com deep learning (correct me if I'm wrong)
Para além das merdas sobre a matéria em si achei que a parte prática e parte teórica estavam super mal organizadas e não estavam de todo em sintonia. com base no feedback que já vi de pessoal se fosse me inscrever numa cadeira para a parte visual escolheria CVI"
"71","PIV é em grande parte para eletro, é mais sobre como é que a câmara está no mundo real, o projeto era construir um modelo 3D a partir de um vídeo (ligar frame a frame, perceber a rotação da câmara e aplicar a matemática). Tem alguma matemática, nada difícil mas é a matemática chata de CG, de matrizes de rotações e de homografias. Avaliacao era 50/50 projeto exame."
"72","Pos-MEPP:

A cadeira está dividida em 2 partes:
- a parte de procura em que se dá CSPs (Constraint Satisfaction Problems) e alguns algoritmos relacionados com CSPs (esta parte é pretty much uma extensão da matéria dada em IA sobre CSPs - (IA antes do MEPP))
- a parte de planeamento em que se discute como se declara um problema para ser resolvido por um planner e se vêm alguns algoritmos para determinar as ações que um agente faz.

Nas teóricas dá-se a parte de procura durante metade do período e a parte do planeamento na metade final do período.

Nas primeiras 3/4 semanas as práticas era fazer exercícios de fichas de problemas que os professores disponibilizavam semanalmente. 

Depois disso saiu o projeto que era sobre a parte de planeamento. Consistia em especificar um problema de otimização para PDDL de modo a ser resolvido por um planner (o Fast Downward) para dar a solução ótima. O projeto foi um shitshow porque ninguém conseguiu fazer uma solução eficiente e as soluções que os professores das práticas propuseram (que foram variando ao longo do tempo) também não eram eficientes (era suposto cada instância correr em menos de 1 minuto e mesmo com a última solução proposta pelos stores o meu grupo teve que correr as instâncias médias com um algoritmo que não dava a solução ótima). 

No final, a Lynce percebeu que ninguém estava a conseguir ter tempos de menos de 1 minuto, então ela acabou por normalizar as notas e no geral as notas do projeto foram boas (apesar de ter sido um pouco pain fazer o projeto, à procura da solução).

Apesar do projeto ter sido um pouco painful, para o ano(2022/2023) acredito que seja melhor porque a Lynce percebeu que o projeto foi um pouco puxado e que não houve muito tempo para o fazer. Acho que ela está a pensar fazer o projeto sobre procura (que é mais fácil).

O exame foi bastante fácil. Não havia exames de anos anteriores, mas os exercícios do exame eram bastante semelhantes aos das fichas portanto quem fizesse as fichas tinha boa nota no exame. Além disso, o exame tinha 5 grupos, mas só contava os 4 melhores (portanto podias fazer o exame todo e contava só os 4 melhores ou fazias apenas 4 grupos)."
